EnsemblID	GeneName	KO1_L	KO1_L_M	KO8_L	KO8_L_M	WT3_L	WT3_L_M	WT4_L	WT4_L_M	KO1_L_G	KO1_L_M_G	KO8_L_G	KO8_L_M_G	WT3_L_G	WT3_L_M_G	WT4_L_G	WT4_L_M_G
ENSMUSG00000101667.1	Gm29289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101668.1	Gm29549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101669.1	Gm28937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101670.1	Gm21470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101671.1	Gm28221	6	6	4	4	0	0	0	0	7	7	6	6	5	5	1	1
ENSMUSG00000101672.1	Gm28149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101673.1	Gm28070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101674.6	4930444A19Rik	0	0	0	0	7	0	0	0	10	0	2	0	140	2	7	0
ENSMUSG00000101675.1	Gm28461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101676.1	Gm21832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101678.3	Gm29609	45	33	21	19	29	21	44	31	87	52	70	34	114	64	128	66
ENSMUSG00000101679.1	Gm20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101680.1	Gm29015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101681.6	Gm28522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101682.1	Gm29228	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101683.6	1700028D13Rik	1	1	0	0	1	1	1	1	8	8	0	0	1	1	4	4
ENSMUSG00000101684.1	Gm28946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101685.1	Gm17837	1	1	0	0	6	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000101686.6	Gm29633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101687.1	Gm4854	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000101688.1	Gm20841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101689.1	Gm28599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101690.1	Gm28390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101691.1	Gm29280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101692.1	Gm28244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101693.1	Gm19461	0	0	5	0	0	0	0	0	3	3	9	4	20	0	2	2
ENSMUSG00000101694.1	Gm29392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101695.1	1700094J05Rik	5	0	3	0	7	0	0	0	5	0	3	0	36	0	2	2
ENSMUSG00000101698.1	Gm29562	3	0	3	0	0	0	2	0	3	0	3	0	0	0	2	0
ENSMUSG00000101699.1	Gm28508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101700.1	Gm29359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101701.1	4930521E06Rik	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0
ENSMUSG00000101702.1	1700072G22Rik	0	0	1	0	0	0	1	1	0	0	1	0	0	0	2	2
ENSMUSG00000101703.1	Gm1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101704.1	Gm21878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101705.1	Gm28380	4	4	0	0	0	0	4	3	43	31	16	13	39	24	58	57
ENSMUSG00000101706.1	Gm28431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101707.1	Gm28916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101708.6	Gm28453	1	0	1	1	7	0	0	0	13	10	6	2	64	7	5	4
ENSMUSG00000101709.1	Gm28337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101710.1	Gm20922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101711.1	Gm28306	1	0	0	0	0	0	0	0	1	0	1	0	5	0	0	0
ENSMUSG00000101712.1	Gm28648	0	0	0	0	0	0	0	0	0	0	2	2	6	4	3	3
ENSMUSG00000101713.1	Gm28668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	Gm28415	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101715.1	Gm21855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101717.2	Gm45784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101718.1	Gm20862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101719.1	Gm28216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101720.1	Gm29005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721.1	Gm8354	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000101722.1	Gm29125	1	1	1	0	5	0	2	2	1	1	1	0	5	0	2	2
ENSMUSG00000101723.1	Gm28355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101724.1	Gm29453	16	14	6	6	12	7	12	12	0	0	0	0	0	0	0	0
ENSMUSG00000101725.6	Gm29423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101726.1	Gm7858	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000101727.1	Gm29495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101728.6	Gm28765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101729.1	Gm17796	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000101730.1	Gm28580	1	0	11	7	7	7	5	3	1	0	11	7	7	7	5	3
ENSMUSG00000101731.1	3830432H09Rik	28	24	17	13	13	7	17	7	60	52	26	18	37	30	51	36
ENSMUSG00000101732.1	Gm28328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101733.1	Gm29189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101734.1	4933400C23Rik	1	0	0	0	0	0	0	0	12	2	6	0	98	1	1	0
ENSMUSG00000101735.1	Gm18505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101736.1	Gm29335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101737.1	Gm28849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101739.1	Gm5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101740.6	Gm29360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101741.1	Gm28055	4	4	0	0	2	0	0	0	176	138	110	84	77	20	81	68
ENSMUSG00000101742.1	Gm21380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101743.6	Gm28249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101744.6	Gm28325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101745.6	Gm28764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101746.1	2310043L19Rik	1	1	0	0	0	0	3	0	1	1	0	0	0	0	3	0
ENSMUSG00000101747.1	Gm21683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101748.1	Gm21823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101750.3	Olfr1392	3	1	0	0	1	0	0	0	3	1	1	0	20	0	0	0
ENSMUSG00000101751.1	Gm2427	0	0	0	0	1	0	0	0	0	0	3	0	20	0	0	0
ENSMUSG00000101752.1	Gm20887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101753.1	Gm28799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754.2	Gm2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101755.1	Gm29507	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0
ENSMUSG00000101756.1	Gm29402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101757.1	Gm28273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101758.1	Gm28137	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000101759.1	Gm5734	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101760.1	Gm8384	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	0
ENSMUSG00000101761.6	Gm28297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101762.1	1700047L14Rik	0	0	0	0	5	0	0	0	1	0	0	0	8	0	1	1
ENSMUSG00000101763.1	Gm29068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101764.1	4930556G22Rik	0	0	0	0	0	0	0	0	4	1	1	0	49	1	1	1
ENSMUSG00000101765.1	Gm21673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101766.1	Gm20908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101768.1	Gm28694	0	0	0	0	0	0	0	0	34	21	22	17	74	7	17	17
ENSMUSG00000101769.1	Gm29356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101770.1	Gm28718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101771.6	Gm28176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101772.1	Gm28829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101773.1	2210420H20Rik	37	19	6	6	14	14	12	10	108	74	29	21	37	28	34	30
ENSMUSG00000101774.6	Gm29616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101775.6	Gm28088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101776.1	Gm28268	0	0	0	0	7	0	0	0	0	0	0	0	14	0	0	0
ENSMUSG00000101777.1	Gm9127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101778.1	Gm29488	121	108	85	71	45	41	78	73	0	0	0	0	0	0	0	0
ENSMUSG00000101779.6	Gm28170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101780.1	Gm7255	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101781.1	Gm28333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101782.1	Gm28964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101783.1	Gm28698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784.1	Gm7553	15	13	12	7	1	1	19	17	15	13	12	7	1	1	19	17
ENSMUSG00000101785.1	Gm28702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101786.6	Gm28840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101787.1	Gm20853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101788.1	Gm20813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101789.1	Gm28956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101790.1	Gm29059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101791.1	2210011K15Rik	1	1	3	2	4	0	0	0	1	1	3	2	6	0	0	0
ENSMUSG00000101792.1	Gm28447	0	0	0	0	1	0	0	0	18	9	14	12	56	5	15	8
ENSMUSG00000101793.1	Gm28500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101794.1	Gm29217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101795.2	Gm5835	258	209	448	361	253	180	310	253	258	209	448	361	253	180	310	253
ENSMUSG00000101796.1	Gm29277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101797.1	Gm29266	0	0	2	0	0	0	1	1	44	31	49	32	136	21	90	49
ENSMUSG00000101798.1	Gm28995	0	0	2	0	2	0	0	0	0	0	2	0	2	0	0	0
ENSMUSG00000101799.1	9330175M20Rik	0	0	0	0	0	0	0	0	13	3	4	3	157	0	2	0
ENSMUSG00000101800.1	Rnf170-ps	20	12	20	14	10	7	31	14	0	0	0	0	0	0	0	0
ENSMUSG00000101801.6	1700020G17Rik	0	0	5	2	0	0	0	0	50	38	82	59	202	46	50	38
ENSMUSG00000101802.1	Gm29445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101803.1	Gm28419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101804.1	Gm28813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101805.1	Gm28768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101806.1	Gm28261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101807.1	Gm9120	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
ENSMUSG00000101808.1	Gm29654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101809.1	Gm28852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101810.1	1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101811.1	Gm28312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101812.1	D530049I02Rik	0	0	0	0	0	0	0	0	7	4	2	1	44	0	0	0
ENSMUSG00000101813.1	Gm28503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101814.1	Gm17807	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101815.1	Gm29028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101816.1	Gm29659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101817.1	Gm28288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101818.1	Gm28269	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101819.1	H2al1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101820.1	Gm29023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101821.1	Gm21308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101822.1	Gm29396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101823.1	Gm29438	26	26	37	35	35	22	18	18	0	0	0	0	0	0	0	0
ENSMUSG00000101824.1	Gm28256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101825.1	Gm21806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101826.1	Gm8581	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000101827.1	Gm28686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101829.1	Gm21752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101830.1	Gm20907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101831.1	Gm29412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101832.1	Gm28982	1	1	2	2	2	2	0	0	27	24	28	23	15	12	20	17
ENSMUSG00000101833.1	Gm20791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101834.1	Gm5829	0	0	2	0	10	0	1	0	0	0	2	0	10	0	1	0
ENSMUSG00000101835.1	Gm21734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101836.1	Gm28968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101837.1	Gm20810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101838.6	Gm18800	1	0	3	3	4	4	6	6	0	0	0	0	0	0	0	0
ENSMUSG00000101839.1	Gm28247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101840.1	Gm28294	0	0	0	0	0	0	0	0	3	2	4	3	14	2	1	1
ENSMUSG00000101841.1	Gm11993	78	31	107	56	27	11	88	36	78	31	107	56	27	11	88	36
ENSMUSG00000101842.1	Gm28391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101843.1	Gm28746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101844.1	Gm20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101845.1	Gm28198	0	0	1	1	0	0	4	1	56	46	35	33	37	20	47	40
ENSMUSG00000101846.1	Gm19927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101847.1	Gm20749	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000101848.1	4933417E11Rik	0	0	0	0	0	0	0	0	2	0	1	1	39	0	0	0
ENSMUSG00000101849.1	Gm28386	0	0	5	3	1	1	4	4	0	0	5	3	1	1	4	4
ENSMUSG00000101850.1	Gm29437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101851.1	Gm28474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101852.1	Gm20886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101853.1	Gm28627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101854.2	1700026F02Rik	0	0	0	0	0	0	0	0	37	25	53	41	189	16	52	40
ENSMUSG00000101855.1	1700010N08Rik	0	0	1	0	1	1	0	0	5	1	4	0	59	6	1	1
ENSMUSG00000101856.1	1700096K18Rik	33	17	32	15	17	6	32	18	33	17	32	15	17	6	32	18
ENSMUSG00000101857.1	Gm21757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101858.1	Gm28144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101859.1	Gm29233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101860.4	Mindy4b-ps	0	0	0	0	2	0	0	0	0	0	3	0	32	0	0	0
ENSMUSG00000101861.1	Gm29450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101862.1	Gm8918	12	9	4	0	6	6	3	3	12	9	4	0	6	6	3	3
ENSMUSG00000101863.1	Gm29400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101864.1	Gm21634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101865.1	Gm9775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101866.1	Gm28109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101867.1	C78334	0	0	0	0	0	0	0	0	9	5	10	7	8	6	7	7
ENSMUSG00000101868.1	Gm28680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101869.1	Gm29500	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0
ENSMUSG00000101870.1	Gm21745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101871.1	Gm28389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101872.1	Gm29237	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000101873.1	Gm28546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101874.2	Olfr1391	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000101875.1	Gm6028	6	1	11	1	13	1	14	2	6	1	11	1	13	1	14	2
ENSMUSG00000101877.1	Gm8176	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000101878.1	Gm8203	910	189	1105	256	365	114	1049	275	909	188	1105	256	365	114	1049	275
ENSMUSG00000101879.1	Gm28820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101880.1	Gm29282	0	0	0	0	1	0	0	0	30	27	8	7	60	5	19	14
ENSMUSG00000101881.1	Gm21076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101882.1	Gm29545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101883.1	Gm21840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101884.1	Gm28658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101885.1	Gm28235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101886.1	Gm28324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101887.1	Gm21654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101888.1	1700025H01Rik	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000101890.1	Gm3116	0	0	0	0	3	3	0	0	8	3	12	5	164	9	1	1
ENSMUSG00000101891.6	Gm29132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101892.1	9130401M01Rik	1446	166	1403	163	940	114	1052	112	1198	204	1125	196	849	149	876	180
ENSMUSG00000101893.1	Gm28839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101894.1	1700016P04Rik	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000101895.1	Gm28981	0	0	0	0	8	0	0	0	23	10	28	18	145	3	18	17
ENSMUSG00000101896.1	Gm6244	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000101897.1	Gm29137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101898.1	Gm28122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101899.1	Gm29175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101900.1	Mrgprb12-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101901.1	Gm9230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101902.1	Gm29115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101903.1	Gm29291	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000101904.1	Gm29427	2	2	4	0	0	0	0	0	20	18	9	9	25	2	22	18
ENSMUSG00000101905.1	4930439D14Rik	14	13	6	6	3	3	8	2	14	13	6	6	3	3	8	2
ENSMUSG00000101906.1	Mrgprc2-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101907.1	Gm29472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101908.1	Gm21642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101909.2	Gm28724	0	0	0	0	1	0	0	0	3	3	2	0	15	13	12	6
ENSMUSG00000101910.1	Gm28691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101911.1	Gm28381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101912.1	1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000101913.1	Gm28999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101914.1	Gm21790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101915.1	Gm28102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101916.1	Gm18501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101917.1	Gm29312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101918.2	Olfr1225	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101919.1	Gm29664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101920.6	Gm28454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101921.1	Gm28825	2	2	4	1	0	0	0	0	2	2	4	1	0	0	0	0
ENSMUSG00000101922.1	Gm29345	0	0	0	0	0	0	0	0	4	2	0	0	20	0	0	0
ENSMUSG00000101923.1	Gm29041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101925.1	Gm28156	0	0	0	0	0	0	0	0	13	13	13	9	27	3	4	2
ENSMUSG00000101927.1	Gm28992	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000101928.1	Gm20824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101929.6	Gm28245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101930.1	Gm5441	0	0	0	0	8	0	0	0	11	3	4	1	94	1	4	1
ENSMUSG00000101931.1	Gm28108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101932.1	Gm10074	222	118	239	90	168	62	191	94	222	118	239	90	168	62	191	94
ENSMUSG00000101933.1	Gm20835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101934.1	Gm18304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101935.1	Gm17748	48	5	48	0	61	3	42	2	48	5	48	0	61	3	42	2
ENSMUSG00000101936.1	Gm28164	2	0	2	1	5	5	3	3	0	0	0	0	0	0	0	0
ENSMUSG00000101937.1	Gm5268	2	0	2	0	11	0	1	0	2	0	2	0	11	0	1	0
ENSMUSG00000101938.1	Gm29605	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000101939.1	Gm28438	122	111	160	150	40	39	159	152	122	111	160	150	36	35	159	152
ENSMUSG00000101940.2	Akp-ps1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000101941.1	Gm28979	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000101942.1	Gm19582	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
